PO ID,PO Date,Supplier ID,Category ID,Business Unit,Contract ID,Qty Ordered,Unit Price,Total Amount,Cycle Time (Days),Actual Delivery,Requested Delivery,On Time?,Delivery Variance (Days),Defect Rate (%),Payment Terms (Days),PO Status
PO-00167,01/08/2021,SUP-059,CAT-01,BU-06,CON-0104,232,"$6,239.15","$1,447,483.23",10,01/16/2021,01/18/2021,1,-2,1.02%,60,Completed
PO-00168,01/21/2021,SUP-038,CAT-01,BU-06,CON-0064,421,"$4,272.95","$1,798,910.38",13,02/03/2021,02/03/2021,1,0,0.32%,90,Completed
PO-00169,10/07/2021,SUP-016,CAT-13,BU-07,,174,"$23,895.75","$4,157,859.89",18,10/27/2021,10/25/2021,0,2,14.12%,90,Completed
PO-00170,06/19/2021,SUP-016,CAT-01,BU-08,CON-0064,284,"$83,989.28","$23,852,955.16",44,08/02/2021,08/02/2021,1,0,14.09%,90,Completed
PO-00171,06/06/2021,SUP-075,CAT-08,BU-03,CON-0008,311,$257.43,"$80,061.30",17,06/23/2021,06/23/2021,1,0,3.93%,90,Completed
PO-00172,02/23/2021,SUP-032,CAT-07,BU-05,,413,$355.93,"$147,000.64",4,02/26/2021,02/27/2021,1,-1,2.53%,60,Completed
PO-00173,05/11/2021,SUP-071,CAT-12,BU-04,,177,"$1,079.14","$191,008.60",28,06/06/2021,06/08/2021,1,-2,4.53%,60,Completed
PO-00174,08/11/2021,SUP-015,CAT-01,BU-06,CON-0104,274,"$4,980.93","$1,364,774.80",24,09/18/2021,09/04/2021,0,14,12.70%,60,Completed
PO-00175,04/01/2021,SUP-049,CAT-12,BU-03,,403,$65.55,"$26,415.38",12,04/22/2021,04/13/2021,0,9,2.02%,30,Pending
PO-00176,07/26/2021,SUP-038,CAT-14,BU-04,CON-0023,316,"$1,804.08","$570,089.53",15,08/08/2021,08/10/2021,1,-2,2.23%,90,Completed
PO-00177,08/08/2021,SUP-066,CAT-02,BU-05,CON-0046,490,$948.39,"$464,712.71",28,09/02/2021,09/05/2021,1,-3,1.09%,30,Completed
PO-00178,01/20/2021,SUP-057,CAT-12,BU-04,,387,$553.86,"$214,342.43",11,01/29/2021,01/31/2021,1,-2,2.33%,30,Completed
PO-00179,01/10/2021,SUP-058,CAT-10,BU-03,CON-0037,264,$364.90,"$96,334.81",10,01/20/2021,01/20/2021,1,0,2.95%,90,Completed
PO-00180,11/06/2021,SUP-075,CAT-10,BU-05,,21,"$10,374.01","$217,854.13",11,12/07/2021,11/17/2021,0,20,1.36%,90,Completed
PO-00181,05/20/2021,SUP-039,CAT-12,BU-08,,270,"$7,583.63","$2,047,581.24",14,06/20/2021,06/03/2021,0,17,1.48%,30,Completed
PO-00182,06/14/2021,SUP-070,CAT-10,BU-07,,170,$654.24,"$111,221.17",17,06/29/2021,07/01/2021,1,-2,7.65%,30,Completed
PO-00183,11/16/2021,SUP-072,CAT-06,BU-01,,329,"$3,353.86","$1,103,421.14",34,12/28/2021,12/20/2021,0,8,14.51%,60,Completed
PO-00184,12/11/2021,SUP-049,CAT-14,BU-02,CON-0099,395,$217.27,"$85,823.31",18,12/29/2021,12/29/2021,1,0,4.41%,30,Completed
PO-00185,02/21/2021,SUP-025,CAT-01,BU-06,CON-0064,276,"$1,363.84","$376,419.88",32,03/22/2021,03/25/2021,1,-3,5.53%,90,Completed
PO-00186,01/07/2021,SUP-055,CAT-01,BU-02,,380,"$4,384.37","$1,666,059.91",20,01/24/2021,01/27/2021,1,-3,6.23%,30,Completed
PO-00187,01/15/2021,SUP-043,CAT-13,BU-01,,286,"$1,610.09","$460,486.74",9,01/22/2021,01/24/2021,1,-2,7.38%,90,Completed
PO-00188,01/15/2021,SUP-052,CAT-06,BU-07,CON-0069,329,"$6,238.80","$2,052,566.32",38,03/13/2021,02/22/2021,0,19,3.55%,30,Completed
PO-00189,10/12/2021,SUP-065,CAT-01,BU-02,,145,"$9,568.71","$1,387,463.39",14,11/08/2021,10/26/2021,0,13,1.19%,90,Completed
PO-00190,10/16/2021,SUP-021,CAT-04,BU-04,,280,"$1,182.37","$331,064.28",16,11/06/2021,11/01/2021,0,5,3.09%,30,Completed
PO-00191,02/26/2021,SUP-048,CAT-13,BU-01,CON-0067,276,"$31,450.50","$8,680,338.86",24,04/01/2021,03/22/2021,0,10,2.47%,30,Completed
PO-00192,08/24/2021,SUP-045,CAT-14,BU-04,CON-0033,428,$662.11,"$283,383.82",6,08/28/2021,08/30/2021,1,-2,2.01%,90,Completed
PO-00193,09/02/2021,SUP-071,CAT-13,BU-08,CON-0096,372,"$25,650.87","$9,542,122.74",25,09/26/2021,09/27/2021,1,-1,3.50%,60,Completed
PO-00194,03/08/2021,SUP-013,CAT-03,BU-05,CON-0052,316,$323.28,"$102,157.92",12,03/18/2021,03/20/2021,1,-2,1.70%,60,Completed
PO-00195,09/11/2021,SUP-055,CAT-13,BU-03,,379,"$3,645.49","$1,381,640.67",27,10/07/2021,10/08/2021,1,-1,1.94%,30,Completed
PO-00196,12/16/2021,SUP-060,CAT-07,BU-08,,90,"$1,473.41","$132,606.64",27,01/11/2022,01/12/2022,1,-1,7.01%,60,Pending
PO-00197,04/18/2021,SUP-026,CAT-13,BU-05,CON-0067,435,"$8,486.53","$3,691,641.76",23,05/11/2021,05/11/2021,1,0,6.38%,30,Completed
PO-00198,04/02/2021,SUP-071,CAT-15,BU-05,CON-0112,201,$659.26,"$132,512.09",14,05/05/2021,04/16/2021,0,19,6.13%,60,Completed
PO-00199,10/15/2021,SUP-065,CAT-07,BU-02,,435,$478.93,"$208,334.40",14,11/04/2021,10/29/2021,0,6,2.27%,90,Pending
PO-00200,09/06/2021,SUP-023,CAT-13,BU-03,CON-0096,119,"$499,081.01","$59,390,639.78",3,09/07/2021,09/09/2021,1,-2,0.13%,90,Completed
PO-00201,01/26/2021,SUP-047,CAT-14,BU-07,CON-0110,53,"$287,835.55","$15,255,284.26",29,03/05/2021,02/24/2021,0,9,6.84%,90,Completed
PO-00202,07/18/2021,SUP-073,CAT-14,BU-03,CON-0110,428,"$1,354.39","$579,680.33",3,07/21/2021,07/21/2021,1,0,2.92%,90,Completed
PO-00203,04/13/2021,SUP-046,CAT-14,BU-06,CON-0110,226,"$81,723.43","$18,469,496.20",20,05/02/2021,05/03/2021,1,-1,5.54%,60,Completed
PO-00204,05/12/2021,SUP-078,CAT-01,BU-02,CON-0104,247,"$6,606.42","$1,631,786.63",28,06/07/2021,06/09/2021,1,-2,5.14%,30,Completed
PO-00205,11/14/2021,SUP-003,CAT-01,BU-04,,323,"$3,617.02","$1,168,298.70",23,12/05/2021,12/07/2021,1,-2,1.39%,60,Completed
PO-00206,04/06/2021,SUP-067,CAT-15,BU-07,CON-0112,421,$418.79,"$176,309.25",6,04/19/2021,04/12/2021,0,7,1.35%,30,Completed
PO-00207,12/28/2021,SUP-062,CAT-10,BU-03,,299,$647.77,"$193,683.58",12,01/08/2022,01/09/2022,1,-1,2.17%,60,Completed
PO-00208,08/15/2021,SUP-077,CAT-07,BU-02,,104,"$1,571.18","$163,402.82",23,09/24/2021,09/07/2021,0,17,5.79%,60,Completed
PO-00209,03/20/2021,SUP-013,CAT-06,BU-03,CON-0029,386,"$6,853.58","$2,645,482.65",3,03/21/2021,03/23/2021,1,-2,2.71%,60,Completed
PO-00210,08/01/2021,SUP-056,CAT-13,BU-07,CON-0096,481,"$7,377.72","$3,548,685.47",14,08/15/2021,08/15/2021,1,0,1.05%,60,Completed
PO-00211,09/25/2021,SUP-074,CAT-13,BU-02,CON-0096,440,"$5,659.72","$2,490,277.94",3,09/28/2021,09/28/2021,1,0,0.77%,60,Cancelled
PO-00212,01/24/2021,SUP-001,CAT-09,BU-02,CON-0079,162,"$1,031.43","$167,091.07",8,01/30/2021,02/01/2021,1,-2,1.28%,90,Completed
PO-00213,01/09/2021,SUP-069,CAT-10,BU-07,CON-0093,105,"$4,251.74","$446,432.42",20,01/29/2021,01/29/2021,1,0,2.25%,90,Completed
PO-00214,05/16/2021,SUP-033,CAT-14,BU-05,CON-0110,443,"$1,416.00","$627,288.14",12,05/26/2021,05/28/2021,1,-2,1.34%,60,Completed
PO-00215,04/06/2021,SUP-013,CAT-01,BU-04,CON-0104,351,"$4,591.64","$1,611,664.78",13,04/19/2021,04/19/2021,1,0,2.89%,60,Cancelled
PO-00216,02/03/2021,SUP-019,CAT-13,BU-08,CON-0067,190,"$3,279.34","$623,075.31",3,02/06/2021,02/06/2021,1,0,2.79%,90,Completed
PO-00217,08/21/2021,SUP-067,CAT-01,BU-05,CON-0064,328,"$5,774.84","$1,894,145.92",9,08/28/2021,08/30/2021,1,-2,2.55%,30,Completed
PO-00218,01/17/2021,SUP-037,CAT-13,BU-04,,119,"$25,862.79","$3,077,671.58",11,01/25/2021,01/28/2021,1,-3,1.08%,90,Completed
PO-00219,01/06/2021,SUP-012,CAT-14,BU-05,CON-0110,103,"$9,912.72","$1,021,009.97",10,01/13/2021,01/16/2021,1,-3,2.76%,60,Completed
PO-00220,08/24/2021,SUP-072,CAT-01,BU-06,CON-0104,233,"$2,108.48","$491,276.25",44,10/04/2021,10/07/2021,1,-3,6.13%,60,Completed
PO-00221,01/04/2021,SUP-072,CAT-15,BU-02,CON-0112,490,$387.08,"$189,668.02",23,02/15/2021,01/27/2021,0,19,6.00%,60,Completed
PO-00222,04/13/2021,SUP-073,CAT-06,BU-08,CON-0069,236,"$12,235.56","$2,887,592.30",11,04/24/2021,04/24/2021,1,0,0.35%,90,Pending
PO-00223,10/21/2021,SUP-029,CAT-15,BU-04,CON-0112,5,"$38,262.38","$191,311.91",13,11/01/2021,11/03/2021,1,-2,0.86%,30,Completed
PO-00224,12/24/2021,SUP-044,CAT-13,BU-02,CON-0096,458,"$5,431.15","$2,487,466.18",25,01/16/2022,01/18/2022,1,-2,4.49%,60,Completed
PO-00225,05/24/2021,SUP-031,CAT-01,BU-05,,317,"$1,405.03","$445,394.79",7,05/28/2021,05/31/2021,1,-3,0.36%,30,Pending
PO-00226,09/22/2021,SUP-064,CAT-10,BU-01,CON-0113,191,"$2,260.35","$431,726.99",26,10/17/2021,10/18/2021,1,-1,4.44%,30,Completed
PO-00227,05/17/2021,SUP-036,CAT-14,BU-07,,245,"$46,994.57","$11,513,669.03",45,06/30/2021,07/01/2021,1,-1,7.72%,60,Completed
PO-00228,02/06/2021,SUP-059,CAT-09,BU-02,CON-0079,195,"$5,163.42","$1,006,867.39",25,03/02/2021,03/03/2021,1,-1,5.29%,60,Completed
PO-00229,01/18/2021,SUP-034,CAT-08,BU-04,,95,"$6,062.58","$575,945.55",9,01/27/2021,01/27/2021,1,0,2.10%,60,Completed
PO-00230,01/28/2021,SUP-052,CAT-01,BU-05,CON-0064,417,"$4,699.24","$1,959,581.28",18,02/23/2021,02/15/2021,0,8,9.66%,30,Completed
PO-00231,02/07/2021,SUP-019,CAT-12,BU-03,,69,$185.87,"$12,825.26",15,02/21/2021,02/22/2021,1,-1,2.36%,90,Completed
PO-00232,09/18/2021,SUP-073,CAT-10,BU-01,CON-0113,131,$656.90,"$86,053.72",9,09/24/2021,09/27/2021,1,-3,1.35%,90,Completed
PO-00233,12/12/2021,SUP-047,CAT-06,BU-05,CON-0059,494,$914.15,"$451,588.72",26,01/05/2022,01/07/2022,1,-2,7.86%,90,Completed
PO-00234,03/11/2021,SUP-066,CAT-14,BU-08,CON-0110,147,"$9,115.42","$1,339,967.05",21,03/30/2021,04/01/2021,1,-2,7.08%,30,Completed
PO-00235,03/11/2021,SUP-054,CAT-15,BU-07,CON-0022,161,$126.87,"$20,426.83",17,03/27/2021,03/28/2021,1,-1,5.24%,60,Completed
PO-00236,01/15/2021,SUP-047,CAT-15,BU-08,CON-0022,121,"$1,417.94","$171,571.31",28,02/09/2021,02/12/2021,1,-3,2.47%,90,Completed
PO-00237,01/04/2021,SUP-009,CAT-14,BU-08,CON-0033,43,"$27,159.39","$1,167,853.87",18,01/20/2021,01/22/2021,1,-2,4.01%,90,Completed
PO-00238,07/13/2021,SUP-040,CAT-15,BU-04,,68,$888.44,"$60,414.18",10,07/20/2021,07/23/2021,1,-3,0.11%,30,Completed
PO-00239,01/11/2021,SUP-061,CAT-10,BU-08,CON-0093,486,$521.85,"$253,617.19",29,02/09/2021,02/09/2021,1,0,5.42%,60,Completed
PO-00240,12/19/2021,SUP-056,CAT-09,BU-05,CON-0079,227,$614.63,"$139,520.35",6,12/24/2021,12/25/2021,1,-1,0.47%,60,Cancelled
PO-00241,08/17/2021,SUP-018,CAT-13,BU-06,,252,"$10,986.01","$2,768,474.66",45,10/11/2021,10/01/2021,0,10,3.11%,90,Completed
PO-00242,06/10/2021,SUP-077,CAT-12,BU-04,,452,$373.85,"$168,981.54",24,07/02/2021,07/04/2021,1,-2,2.14%,60,Completed
PO-00243,07/13/2021,SUP-049,CAT-14,BU-04,,392,"$1,689.41","$662,247.10",26,08/17/2021,08/08/2021,0,9,2.99%,30,Completed
PO-00244,01/26/2021,SUP-035,CAT-04,BU-07,,57,"$1,451.18","$82,717.24",27,02/22/2021,02/22/2021,1,0,2.90%,30,Completed
PO-00245,12/07/2021,SUP-042,CAT-14,BU-01,,145,"$147,851.49","$21,438,465.97",23,12/30/2021,12/30/2021,1,0,11.73%,60,Completed
PO-00246,06/05/2021,SUP-002,CAT-12,BU-08,,256,$515.12,"$131,870.48",7,06/09/2021,06/12/2021,1,-3,0.99%,30,Completed
PO-00247,03/05/2021,SUP-008,CAT-03,BU-05,CON-0052,459,$364.98,"$167,525.67",15,03/21/2021,03/20/2021,0,1,1.85%,60,Completed
PO-00248,06/08/2021,SUP-050,CAT-06,BU-08,,377,"$7,915.52","$2,984,152.69",10,06/16/2021,06/18/2021,1,-2,4.31%,90,Completed
PO-00249,07/10/2021,SUP-042,CAT-01,BU-03,CON-0064,63,"$23,844.65","$1,502,212.93",23,08/01/2021,08/02/2021,1,-1,5.38%,60,Completed
PO-00250,12/28/2021,SUP-028,CAT-15,BU-02,,300,"$3,868.57","$1,160,570.13",3,12/29/2021,12/31/2021,1,-2,0.03%,60,Cancelled
PO-00251,08/26/2021,SUP-061,CAT-10,BU-03,CON-0037,352,$349.98,"$123,194.18",26,09/18/2021,09/21/2021,1,-3,1.42%,60,Completed
PO-00252,04/23/2021,SUP-069,CAT-14,BU-02,,404,$958.86,"$387,378.21",27,05/20/2021,05/20/2021,1,0,6.13%,90,Cancelled
PO-00253,08/13/2021,SUP-046,CAT-02,BU-03,,287,$135.73,"$38,954.50",24,09/06/2021,09/06/2021,1,0,5.28%,60,Completed
PO-00254,11/12/2021,SUP-042,CAT-14,BU-08,,284,"$4,420.62","$1,255,456.91",20,11/30/2021,12/02/2021,1,-2,8.39%,60,Completed
PO-00255,12/18/2021,SUP-047,CAT-13,BU-08,,95,"$34,342.37","$3,262,525.10",7,12/24/2021,12/25/2021,1,-1,6.43%,90,Completed
PO-00256,08/24/2021,SUP-009,CAT-07,BU-07,,79,"$3,519.51","$278,041.31",34,09/27/2021,09/27/2021,1,0,10.69%,90,Pending
PO-00257,11/17/2021,SUP-009,CAT-14,BU-01,CON-0033,99,"$18,949.09","$1,875,959.88",18,12/05/2021,12/05/2021,1,0,10.90%,90,Completed
PO-00258,01/23/2021,SUP-076,CAT-01,BU-05,,7,"$68,629.92","$480,409.43",44,03/24/2021,03/08/2021,0,16,14.14%,90,Completed
PO-00259,05/15/2021,SUP-008,CAT-13,BU-06,CON-0067,30,"$138,190.91","$4,145,727.28",26,06/07/2021,06/10/2021,1,-3,6.14%,60,Completed
PO-00260,12/03/2021,SUP-028,CAT-02,BU-02,,99,"$1,322.11","$130,888.64",10,12/11/2021,12/13/2021,1,-2,1.68%,60,Completed
PO-00261,07/24/2021,SUP-014,CAT-06,BU-06,CON-0105,86,"$23,595.38","$2,029,202.83",14,08/07/2021,08/07/2021,1,0,1.51%,90,Completed
PO-00262,12/18/2021,SUP-077,CAT-14,BU-08,CON-0099,433,"$1,957.55","$847,617.95",18,01/05/2022,01/05/2022,1,0,6.78%,60,Completed
PO-00263,10/08/2021,SUP-073,CAT-08,BU-04,CON-0028,492,$465.05,"$228,804.96",8,10/13/2021,10/16/2021,1,-3,2.95%,90,Completed
PO-00264,05/17/2021,SUP-018,CAT-04,BU-05,,162,"$4,864.10","$787,983.71",15,06/10/2021,06/01/2021,0,9,14.03%,90,Completed
PO-00265,01/19/2021,SUP-074,CAT-14,BU-03,,136,"$5,276.00","$717,536.22",7,01/24/2021,01/26/2021,1,-2,0.70%,60,Completed
PO-00266,10/03/2021,SUP-074,CAT-15,BU-07,CON-0112,406,$364.98,"$148,181.86",9,10/09/2021,10/12/2021,1,-3,1.79%,60,Completed
PO-00267,12/24/2021,SUP-074,CAT-10,BU-07,,179,$219.70,"$39,326.38",15,01/05/2022,01/08/2022,1,-3,2.61%,60,Completed
PO-00268,09/21/2021,SUP-078,CAT-15,BU-01,CON-0112,164,$94.85,"$15,554.95",24,10/14/2021,10/15/2021,1,-1,4.52%,30,Completed
PO-00269,10/02/2021,SUP-051,CAT-04,BU-08,CON-0086,149,"$2,809.68","$418,641.60",40,11/09/2021,11/11/2021,1,-2,7.03%,30,Completed
PO-00270,06/24/2021,SUP-007,CAT-02,BU-07,,358,$590.20,"$211,292.98",19,07/29/2021,07/13/2021,0,16,9.71%,90,Completed
PO-00271,12/21/2021,SUP-074,CAT-11,BU-04,CON-0081,221,$58.25,"$12,873.44",7,12/25/2021,12/28/2021,1,-3,0.34%,60,Completed
PO-00272,03/12/2021,SUP-045,CAT-12,BU-04,,180,"$8,147.65","$1,466,576.10",11,03/23/2021,03/23/2021,1,0,1.87%,90,Completed
PO-00273,08/27/2021,SUP-030,CAT-06,BU-04,CON-0029,58,"$39,610.83","$2,297,427.97",13,09/07/2021,09/09/2021,1,-2,2.61%,90,Completed
PO-00274,02/01/2021,SUP-044,CAT-12,BU-02,,379,$386.93,"$146,645.19",24,02/24/2021,02/25/2021,1,-1,4.84%,60,Completed
PO-00275,07/05/2021,SUP-003,CAT-13,BU-07,CON-0007,357,"$27,992.33","$9,993,260.28",26,07/31/2021,07/31/2021,1,0,5.58%,60,Cancelled
PO-00276,07/13/2021,SUP-035,CAT-14,BU-06,CON-0023,198,"$2,394.54","$474,118.59",14,08/13/2021,07/27/2021,0,17,7.84%,30,Pending
PO-00277,07/11/2021,SUP-063,CAT-10,BU-02,,475,$490.07,"$232,783.11",29,08/07/2021,08/09/2021,1,-2,7.46%,60,Completed
PO-00278,11/16/2021,SUP-051,CAT-06,BU-03,,155,"$13,448.41","$2,084,502.93",22,12/25/2021,12/08/2021,0,17,6.31%,30,Pending
PO-00279,02/09/2021,SUP-050,CAT-01,BU-01,CON-0104,202,"$2,425.18","$489,886.26",28,03/09/2021,03/09/2021,1,0,4.65%,90,Completed
PO-00280,09/28/2021,SUP-030,CAT-12,BU-07,,466,$116.52,"$54,297.25",11,10/07/2021,10/09/2021,1,-2,0.62%,90,Pending
PO-00281,08/18/2021,SUP-026,CAT-04,BU-03,CON-0019,395,$914.30,"$361,149.51",11,08/27/2021,08/29/2021,1,-2,3.22%,30,Completed
PO-00282,02/24/2021,SUP-016,CAT-01,BU-03,CON-0064,451,"$3,254.56","$1,467,805.09",28,04/03/2021,03/24/2021,0,10,8.32%,90,Completed
PO-00283,04/21/2021,SUP-036,CAT-10,BU-03,CON-0037,316,"$3,396.18","$1,073,193.65",23,06/03/2021,05/14/2021,0,20,5.77%,60,Completed
PO-00284,05/22/2021,SUP-004,CAT-07,BU-06,,434,$726.34,"$315,233.11",26,06/16/2021,06/17/2021,1,-1,2.29%,60,Completed
PO-00285,11/16/2021,SUP-018,CAT-06,BU-03,,8,"$24,183.21","$193,465.70",44,12/30/2021,12/30/2021,1,0,5.67%,90,Completed
PO-00286,07/07/2021,SUP-027,CAT-13,BU-02,,316,"$15,134.67","$4,782,555.53",9,07/16/2021,07/16/2021,1,0,2.66%,30,Completed
PO-00287,05/25/2021,SUP-006,CAT-12,BU-07,,293,$424.24,"$124,303.71",34,06/25/2021,06/28/2021,1,-3,9.25%,90,Completed
PO-00288,10/27/2021,SUP-006,CAT-15,BU-04,CON-0112,392,"$4,456.16","$1,746,815.83",35,12/08/2021,12/01/2021,0,7,6.49%,90,Completed
PO-00289,02/10/2021,SUP-037,CAT-15,BU-08,,354,$176.30,"$62,411.85",10,02/20/2021,02/20/2021,1,0,2.49%,90,Completed
PO-00290,06/24/2021,SUP-065,CAT-04,BU-02,,280,"$1,717.12","$480,794.74",4,06/27/2021,06/28/2021,1,-1,1.35%,90,Completed
PO-00291,06/19/2021,SUP-026,CAT-15,BU-08,,365,$186.83,"$68,194.58",12,06/28/2021,07/01/2021,1,-3,1.64%,30,Completed
PO-00292,06/21/2021,SUP-047,CAT-06,BU-02,CON-0069,314,"$7,031.64","$2,207,934.12",12,07/03/2021,07/03/2021,1,0,1.31%,90,Completed
PO-00293,08/11/2021,SUP-073,CAT-04,BU-03,,27,"$5,235.10","$141,347.68",8,08/19/2021,08/19/2021,1,0,0.87%,90,Completed
PO-00294,01/05/2021,SUP-026,CAT-02,BU-01,CON-0046,256,$101.01,"$25,859.73",24,02/18/2021,01/29/2021,0,20,7.18%,30,Completed
PO-00295,02/19/2021,SUP-061,CAT-02,BU-08,,126,$461.23,"$58,114.36",24,03/13/2021,03/15/2021,1,-2,1.34%,60,Pending
PO-00296,02/21/2021,SUP-045,CAT-12,BU-01,,309,$62.80,"$19,405.31",6,02/24/2021,02/27/2021,1,-3,0.15%,90,Completed
PO-00297,02/06/2021,SUP-021,CAT-06,BU-05,CON-0029,185,"$15,687.84","$2,902,250.47",8,02/13/2021,02/14/2021,1,-1,3.26%,30,Completed
PO-00298,11/27/2021,SUP-009,CAT-08,BU-07,CON-0008,356,$533.27,"$189,842.97",42,01/08/2022,01/08/2022,1,0,9.30%,90,Completed
PO-00299,08/20/2021,SUP-008,CAT-02,BU-02,CON-0046,479,$526.43,"$252,158.23",29,09/17/2021,09/18/2021,1,-1,2.82%,60,Completed
PO-00300,02/20/2021,SUP-046,CAT-01,BU-03,CON-0104,253,"$4,203.27","$1,063,426.31",40,03/30/2021,04/01/2021,1,-2,11.50%,60,Completed
PO-00301,02/01/2021,SUP-016,CAT-04,BU-01,CON-0019,316,"$1,891.93","$597,850.65",28,02/28/2021,03/01/2021,1,-1,7.20%,90,Completed
PO-00302,02/07/2021,SUP-002,CAT-01,BU-04,CON-0104,260,"$6,118.77","$1,590,881.23",10,02/14/2021,02/17/2021,1,-3,0.34%,30,Completed
PO-00303,02/13/2021,SUP-073,CAT-08,BU-01,CON-0027,345,$613.62,"$211,698.60",9,02/19/2021,02/22/2021,1,-3,1.94%,90,Completed
PO-00304,02/21/2021,SUP-059,CAT-06,BU-06,CON-0069,290,"$98,255.09","$28,493,976.82",30,03/20/2021,03/23/2021,1,-3,2.46%,60,Completed
PO-00305,07/26/2021,SUP-046,CAT-13,BU-02,CON-0096,193,"$21,945.84","$4,235,547.94",35,08/28/2021,08/30/2021,1,-2,9.85%,60,Completed
PO-00306,01/20/2021,SUP-015,CAT-13,BU-05,CON-0067,45,"$80,160.71","$3,607,232.07",30,03/03/2021,02/19/2021,0,12,8.42%,60,Completed
PO-00307,08/07/2021,SUP-068,CAT-01,BU-05,,48,"$114,050.12","$5,474,405.94",29,09/05/2021,09/05/2021,1,0,13.86%,90,Completed
PO-00308,10/11/2021,SUP-062,CAT-14,BU-05,CON-0033,481,"$2,423.59","$1,165,748.03",23,11/01/2021,11/03/2021,1,-2,2.44%,60,Cancelled
PO-00309,01/13/2021,SUP-067,CAT-04,BU-02,,305,"$2,452.13","$747,899.75",15,01/28/2021,01/28/2021,1,0,2.67%,30,Pending
PO-00310,10/25/2021,SUP-040,CAT-13,BU-01,CON-0096,103,"$31,713.44","$3,266,484.09",5,10/29/2021,10/30/2021,1,-1,2.32%,30,Completed
PO-00311,02/09/2021,SUP-020,CAT-04,BU-03,,264,$158.14,"$41,747.67",10,02/18/2021,02/19/2021,1,-1,4.85%,30,Completed
PO-00312,04/23/2021,SUP-037,CAT-09,BU-04,,277,$305.89,"$84,730.61",9,04/29/2021,05/02/2021,1,-3,1.41%,90,Completed
PO-00313,08/04/2021,SUP-050,CAT-06,BU-01,,457,"$2,705.82","$1,236,558.61",25,08/29/2021,08/29/2021,1,0,5.31%,90,Completed
PO-00314,06/27/2021,SUP-026,CAT-13,BU-02,CON-0096,411,"$7,117.73","$2,925,388.65",29,07/26/2021,07/26/2021,1,0,3.17%,30,Completed
PO-00315,01/25/2021,SUP-060,CAT-04,BU-08,,316,$640.26,"$202,321.73",15,02/22/2021,02/09/2021,0,13,2.28%,60,Completed
PO-00316,09/11/2021,SUP-042,CAT-14,BU-08,CON-0023,237,"$3,119.13","$739,234.82",42,10/22/2021,10/23/2021,1,-1,10.25%,60,Pending
PO-00317,07/04/2021,SUP-052,CAT-09,BU-02,CON-0017,206,$971.76,"$200,183.43",33,08/04/2021,08/06/2021,1,-2,9.58%,30,Completed
PO-00318,01/13/2021,SUP-009,CAT-07,BU-06,,223,"$1,265.53","$282,213.05",33,03/05/2021,02/15/2021,0,18,11.33%,90,Completed
PO-00319,07/22/2021,SUP-010,CAT-04,BU-08,,50,"$9,779.56","$488,978.13",15,08/05/2021,08/06/2021,1,-1,2.87%,90,Pending
PO-00320,03/04/2021,SUP-077,CAT-06,BU-07,CON-0029,455,$796.80,"$362,545.71",25,03/30/2021,03/29/2021,0,1,6.30%,60,Completed
PO-00321,01/15/2021,SUP-069,CAT-06,BU-05,CON-0069,163,"$4,094.68","$667,433.20",16,01/30/2021,01/31/2021,1,-1,7.43%,90,Completed
PO-00322,03/23/2021,SUP-045,CAT-06,BU-02,CON-0069,32,"$79,942.08","$2,558,146.56",7,03/27/2021,03/30/2021,1,-3,0.00%,90,Completed
PO-00323,02/12/2021,SUP-015,CAT-14,BU-05,CON-0033,321,"$2,105.88","$675,987.48",25,03/22/2021,03/09/2021,0,13,7.58%,60,Completed
PO-00324,07/22/2021,SUP-023,CAT-13,BU-08,,185,"$15,492.02","$2,866,023.58",15,08/05/2021,08/06/2021,1,-1,2.99%,90,Completed
PO-00325,09/05/2021,SUP-002,CAT-09,BU-02,CON-0030,224,$817.51,"$183,121.42",4,09/09/2021,09/09/2021,1,0,2.58%,30,Completed
PO-00326,01/23/2021,SUP-078,CAT-10,BU-07,CON-0113,231,"$1,024.22","$236,595.49",19,02/09/2021,02/11/2021,1,-2,3.97%,30,Cancelled
PO-00327,07/16/2021,SUP-031,CAT-13,BU-05,CON-0096,189,"$18,761.02","$3,545,832.09",3,07/16/2021,07/19/2021,1,-3,0.43%,30,Completed
PO-00328,05/28/2021,SUP-036,CAT-02,BU-08,CON-0046,340,$405.03,"$137,711.03",45,07/30/2021,07/12/2021,0,18,12.58%,60,Completed
PO-00329,03/02/2021,SUP-044,CAT-06,BU-01,CON-0069,181,"$9,748.62","$1,764,499.37",16,03/15/2021,03/18/2021,1,-3,5.87%,60,Completed
PO-00330,08/10/2021,SUP-073,CAT-10,BU-05,,27,"$8,178.70","$220,824.83",12,09/11/2021,08/22/2021,0,20,0.08%,90,Completed
PO-00331,04/05/2021,SUP-065,CAT-15,BU-02,CON-0112,141,$384.04,"$54,149.94",15,04/17/2021,04/20/2021,1,-3,1.81%,90,Completed
PO-00332,07/24/2021,SUP-020,CAT-04,BU-08,CON-0019,249,$928.37,"$231,164.49",12,08/07/2021,08/05/2021,0,2,3.40%,30,Pending
PO-00333,01/05/2021,SUP-077,CAT-02,BU-03,CON-0046,226,"$1,724.67","$389,776.54",30,02/02/2021,02/04/2021,1,-2,5.04%,60,Completed
